student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,avg_marks,performance_level
10381,18,male,public,post graduate,4.9,91.3,yes,15-30 min,no,coaching,80.5,71.5,76.0,70.6,C,76.0,Good
10382,17,male,public,high school,4.8,73.6,no,>60 min,yes,mixed,71.0,76.3,67.9,64.2,D,71.73333333333333,Good
10383,15,other,private,post graduate,1.7,79.1,yes,15-30 min,yes,coaching,61.2,62.7,53.1,43.6,E,59.0,Average
10384,18,female,private,phd,7.3,57.2,yes,>60 min,yes,notes,86.1,100.0,99.6,87.8,B,95.23333333333333,Excellent
10385,18,male,private,high school,1.7,82.9,yes,30-60 min,yes,notes,57.7,41.4,24.5,37.8,F,41.199999999999996,Average
10386,14,other,private,no formal,2.7,97.0,yes,>60 min,no,online videos,65.8,53.1,63.2,60.6,D,60.70000000000001,Good
10387,14,male,public,phd,3.3,85.6,yes,>60 min,no,mixed,64.0,58.6,62.2,55.9,D,61.6,Good
10388,18,male,private,phd,5.6,50.7,yes,30-60 min,yes,mixed,45.1,59.3,61.9,66.5,D,55.43333333333334,Average
10389,14,other,public,phd,1.1,65.5,no,<15 min,no,notes,36.0,49.6,32.9,37.2,F,39.5,Poor
10390,19,female,private,graduate,5.8,97.7,yes,30-60 min,no,notes,82.4,99.0,100.0,84.8,C,93.8,Excellent
10391,14,male,public,no formal,3.6,83.4,yes,30-60 min,yes,online videos,43.5,52.9,52.2,54.7,E,49.53333333333334,Average
10392,19,other,private,phd,1.9,66.2,no,30-60 min,yes,notes,30.3,47.0,50.2,39.6,F,42.5,Average
10393,18,male,private,high school,1.3,80.0,yes,30-60 min,no,notes,48.0,47.8,47.4,35.7,F,47.73333333333333,Average
10394,16,other,public,high school,3.6,58.2,yes,15-30 min,yes,notes,64.1,45.7,70.8,57.4,D,60.199999999999996,Good
10395,15,female,public,post graduate,3.8,96.2,no,>60 min,no,online videos,79.9,83.9,86.7,72.8,C,83.5,Excellent
10396,16,other,public,diploma,1.5,69.5,yes,30-60 min,yes,textbook,65.9,46.8,46.7,44.7,E,53.13333333333333,Average
10397,18,other,public,phd,4.1,59.6,yes,30-60 min,yes,online videos,57.0,46.9,52.6,51.7,E,52.166666666666664,Average
10398,18,other,private,phd,4.3,53.7,yes,15-30 min,yes,mixed,76.3,48.8,61.6,62.2,D,62.23333333333333,Good
10399,15,other,private,post graduate,7.9,51.7,yes,15-30 min,no,coaching,81.9,82.6,81.2,78.7,C,81.89999999999999,Excellent
10400,17,female,private,phd,5.8,82.3,yes,>60 min,no,mixed,79.5,92.4,85.5,85.5,B,85.8,Excellent
10401,19,male,public,graduate,0.6,84.1,yes,30-60 min,no,coaching,33.4,55.1,31.5,33.1,F,40.0,Poor
10402,15,female,public,phd,4.1,82.9,yes,15-30 min,no,group study,68.3,53.0,47.3,61.3,D,56.199999999999996,Average
10403,18,female,public,phd,0.7,65.7,yes,15-30 min,yes,mixed,17.7,45.3,40.5,33.3,F,34.5,Poor
10404,15,other,public,high school,4.3,89.6,yes,30-60 min,no,coaching,70.8,81.7,61.6,68.1,D,71.36666666666666,Good
10405,19,male,public,diploma,3.0,92.0,yes,15-30 min,no,mixed,71.9,63.1,68.8,66.8,D,67.93333333333334,Good
10406,15,other,private,graduate,7.3,80.2,yes,<15 min,no,notes,80.2,97.4,82.3,87.2,B,86.63333333333334,Excellent
10407,15,female,public,phd,4.2,80.8,yes,<15 min,yes,coaching,58.9,58.5,61.1,72.1,C,59.5,Average
10408,16,other,private,diploma,6.9,59.6,yes,30-60 min,yes,textbook,92.6,100.0,78.8,87.1,B,90.46666666666665,Excellent
10409,16,female,private,high school,4.9,92.9,yes,<15 min,yes,notes,79.7,76.8,88.9,78.4,C,81.8,Excellent
10410,15,female,private,high school,3.5,54.2,yes,>60 min,yes,mixed,62.9,43.3,36.3,50.9,E,47.5,Average
10411,17,male,private,post graduate,2.2,90.1,yes,15-30 min,yes,notes,61.8,59.4,58.7,60.0,D,59.96666666666666,Average
10412,14,other,private,graduate,1.9,70.9,yes,>60 min,no,online videos,23.5,46.4,51.0,45.1,E,40.300000000000004,Average
10413,19,male,public,high school,6.5,54.9,yes,>60 min,yes,notes,76.3,67.4,71.6,76.0,C,71.76666666666667,Good
10414,14,male,private,post graduate,7.1,53.1,yes,>60 min,yes,online videos,88.4,93.6,74.6,80.6,C,85.53333333333335,Excellent
10415,16,female,public,graduate,2.9,99.4,yes,30-60 min,no,online videos,44.8,61.7,54.1,57.9,D,53.53333333333333,Average
10416,19,male,private,graduate,4.2,78.5,yes,30-60 min,no,textbook,41.6,59.0,50.7,57.6,D,50.43333333333334,Average
10417,14,other,private,graduate,2.7,72.2,yes,30-60 min,no,coaching,51.0,33.5,30.8,44.1,E,38.43333333333333,Poor
10418,14,female,public,high school,3.9,96.3,yes,30-60 min,no,mixed,82.7,79.4,70.3,71.5,C,77.46666666666668,Good
10419,18,male,private,high school,7.0,73.2,yes,>60 min,no,group study,77.5,89.6,60.8,79.9,C,75.96666666666665,Good
10420,14,male,private,post graduate,1.5,92.3,yes,15-30 min,no,textbook,62.7,64.3,57.3,58.9,D,61.43333333333334,Good
10421,19,male,private,post graduate,2.7,92.7,yes,<15 min,no,textbook,42.2,51.1,60.2,51.6,E,51.166666666666664,Average
10422,16,female,private,phd,5.7,87.5,yes,>60 min,yes,mixed,81.1,82.6,86.4,86.6,B,83.36666666666666,Excellent
10423,19,female,public,phd,2.8,54.8,yes,>60 min,yes,textbook,53.5,51.5,53.1,48.8,E,52.699999999999996,Average
10424,15,male,private,diploma,1.1,97.7,yes,30-60 min,yes,textbook,58.9,59.0,57.1,56.9,D,58.333333333333336,Average
10425,14,other,private,diploma,3.3,81.4,yes,<15 min,no,notes,58.0,63.1,50.5,54.1,E,57.199999999999996,Average
10426,19,female,public,phd,5.6,70.4,yes,15-30 min,no,online videos,84.1,83.8,77.2,79.3,C,81.69999999999999,Excellent
10427,18,female,private,no formal,7.9,88.3,no,15-30 min,yes,group study,100.0,81.8,100.0,99.0,A,93.93333333333334,Excellent
10428,19,female,private,phd,7.2,53.7,yes,>60 min,yes,mixed,46.6,79.9,82.2,75.4,C,69.56666666666666,Good
10429,15,female,public,high school,4.7,58.9,yes,15-30 min,no,notes,68.1,57.4,66.8,61.7,D,64.10000000000001,Good
10430,16,male,private,high school,6.3,83.9,yes,30-60 min,yes,coaching,79.7,74.2,98.2,85.2,B,84.03333333333335,Excellent
10431,17,other,public,diploma,4.8,81.5,yes,>60 min,no,mixed,55.3,49.9,73.2,63.5,D,59.46666666666666,Average
10432,16,male,public,post graduate,4.2,76.2,yes,30-60 min,yes,textbook,72.2,60.7,62.1,68.0,D,65.0,Good
10433,15,male,private,diploma,1.8,83.7,yes,30-60 min,no,group study,44.2,23.7,34.8,41.7,E,34.233333333333334,Poor
10434,16,female,private,phd,2.7,97.5,yes,<15 min,yes,notes,68.3,57.5,66.4,60.3,D,64.06666666666666,Good
10435,17,other,private,post graduate,3.9,56.5,yes,15-30 min,yes,online videos,55.7,66.5,57.7,54.5,E,59.96666666666667,Average
10436,14,other,private,post graduate,7.9,67.1,yes,<15 min,yes,notes,72.7,81.2,91.3,81.1,C,81.73333333333333,Excellent
10437,16,male,public,post graduate,5.1,64.7,yes,<15 min,no,mixed,52.0,51.1,64.9,64.4,D,56.0,Average
10438,15,female,private,no formal,7.6,96.8,no,30-60 min,no,notes,94.2,89.6,100.0,100.0,A,94.60000000000001,Excellent
10439,14,female,private,post graduate,2.4,59.4,yes,30-60 min,no,coaching,41.9,58.2,47.4,34.8,F,49.166666666666664,Average
10440,14,male,private,graduate,1.0,68.4,no,<15 min,yes,group study,38.6,30.9,16.4,28.7,F,28.633333333333336,Poor
10441,16,other,private,high school,7.8,95.3,no,15-30 min,yes,group study,82.5,100.0,96.4,100.0,A,92.96666666666665,Excellent
10442,14,male,public,post graduate,3.0,83.5,yes,30-60 min,no,group study,57.3,60.4,70.5,59.8,D,62.73333333333333,Good
10443,16,male,private,no formal,4.5,51.6,no,<15 min,no,online videos,60.2,45.4,63.0,63.4,D,56.199999999999996,Average
10444,17,male,private,graduate,1.0,98.0,yes,30-60 min,no,textbook,49.4,29.2,49.1,46.4,E,42.56666666666666,Average
10445,19,other,private,graduate,7.0,53.0,yes,15-30 min,yes,mixed,63.1,58.9,64.9,70.0,D,62.300000000000004,Good
10446,14,male,public,no formal,0.5,76.1,yes,15-30 min,yes,online videos,21.4,29.6,41.0,36.5,F,30.666666666666668,Poor
10447,16,other,public,diploma,7.3,62.1,yes,15-30 min,no,textbook,70.9,65.0,74.7,74.7,C,70.2,Good
10448,14,other,private,no formal,1.7,81.6,yes,15-30 min,no,notes,51.2,37.7,34.9,39.0,F,41.26666666666667,Average
10449,16,male,private,phd,1.9,64.2,yes,>60 min,yes,online videos,15.6,47.0,43.1,36.9,F,35.233333333333334,Poor
10450,16,male,private,post graduate,6.7,90.9,yes,>60 min,yes,mixed,79.4,100.0,84.9,91.2,B,88.10000000000001,Excellent
10451,18,other,private,phd,3.4,78.3,yes,>60 min,yes,notes,48.0,44.1,54.5,49.2,E,48.86666666666667,Average
10452,16,male,private,diploma,2.4,65.6,no,30-60 min,yes,textbook,37.1,41.0,47.3,43.2,E,41.8,Average
10453,19,female,public,high school,5.0,93.3,yes,15-30 min,yes,group study,67.5,82.8,82.1,79.1,C,77.46666666666667,Good
10454,14,other,private,phd,2.4,88.9,yes,15-30 min,yes,online videos,47.6,57.0,63.5,54.7,E,56.03333333333333,Average
10455,14,male,public,high school,2.6,74.7,yes,30-60 min,yes,online videos,54.8,52.4,74.4,51.7,E,60.53333333333333,Good
10456,14,female,private,diploma,0.8,74.6,no,30-60 min,no,online videos,47.4,51.4,33.5,45.0,E,44.1,Average
10457,16,female,public,no formal,4.5,73.4,yes,>60 min,no,textbook,83.6,82.9,67.4,75.0,C,77.96666666666667,Good
10458,15,female,public,post graduate,1.5,77.0,yes,15-30 min,no,notes,55.9,58.8,46.8,49.6,E,53.833333333333336,Average
10459,14,other,public,no formal,6.8,92.9,yes,30-60 min,yes,online videos,79.8,94.2,88.2,93.6,B,87.39999999999999,Excellent
10460,15,female,public,no formal,6.1,53.7,no,<15 min,no,textbook,72.3,75.4,53.8,66.9,D,67.16666666666667,Good
10461,19,male,private,post graduate,2.6,69.4,yes,15-30 min,yes,online videos,57.0,21.9,40.9,50.2,E,39.93333333333334,Poor
10462,18,other,public,phd,4.5,87.5,yes,15-30 min,yes,mixed,70.5,77.0,91.0,75.5,C,79.5,Good
10463,14,female,private,phd,4.8,98.2,yes,30-60 min,no,coaching,87.9,82.3,66.2,75.6,C,78.8,Good
10464,19,male,private,phd,5.5,57.7,yes,<15 min,no,textbook,61.0,56.6,74.8,67.4,D,64.13333333333333,Good
10465,15,female,private,no formal,3.6,52.2,yes,<15 min,no,notes,60.3,61.2,44.6,49.7,E,55.36666666666667,Average
10466,16,male,private,diploma,5.4,90.3,yes,<15 min,yes,notes,90.7,63.3,86.3,84.8,C,80.10000000000001,Excellent
10467,15,female,public,post graduate,1.8,98.5,yes,30-60 min,yes,textbook,44.3,27.8,41.9,46.0,E,38.0,Poor
10468,16,other,private,high school,4.0,85.7,yes,15-30 min,no,textbook,63.1,73.6,67.4,73.1,C,68.03333333333333,Good
10469,18,male,public,post graduate,1.2,77.7,yes,<15 min,yes,notes,32.9,13.2,36.0,38.7,F,27.366666666666664,Poor
10470,18,other,public,phd,7.6,61.7,yes,>60 min,yes,notes,80.5,87.6,100.0,87.2,B,89.36666666666667,Excellent
10471,17,other,private,phd,3.5,97.9,yes,30-60 min,no,mixed,75.7,70.7,56.5,57.6,D,67.63333333333334,Good
10472,17,other,private,post graduate,5.1,86.1,yes,30-60 min,no,mixed,84.8,73.9,73.3,74.0,C,77.33333333333333,Good
10473,18,female,private,post graduate,4.2,84.7,yes,30-60 min,yes,notes,78.4,61.1,71.3,68.4,D,70.26666666666667,Good
10474,15,male,public,graduate,0.7,94.1,no,15-30 min,no,textbook,51.0,57.8,63.4,47.8,E,57.4,Average
10475,16,male,public,no formal,1.0,93.8,yes,<15 min,yes,textbook,40.1,22.9,42.5,45.1,E,35.166666666666664,Poor
10476,14,other,private,diploma,2.5,54.0,yes,<15 min,no,coaching,50.3,47.3,37.4,42.9,E,45.0,Average
10477,18,female,private,phd,5.6,51.0,no,>60 min,no,group study,59.2,68.1,62.6,68.4,D,63.300000000000004,Good
10478,16,female,private,phd,5.3,61.1,yes,15-30 min,yes,mixed,83.7,53.1,71.6,68.5,D,69.46666666666667,Good
10479,17,other,public,high school,1.9,95.5,yes,>60 min,no,coaching,43.3,54.3,48.6,58.5,D,48.73333333333333,Average
10480,17,other,private,post graduate,4.2,76.7,yes,15-30 min,yes,coaching,59.0,69.9,58.0,69.6,D,62.300000000000004,Good
10481,15,other,private,high school,3.3,82.4,yes,15-30 min,no,online videos,65.2,61.6,54.2,58.9,D,60.333333333333336,Good
10482,14,other,private,diploma,4.8,67.3,yes,>60 min,yes,textbook,68.0,89.1,72.9,71.0,C,76.66666666666667,Good
10483,19,other,private,graduate,3.0,71.2,yes,30-60 min,yes,mixed,62.2,47.6,40.3,50.0,E,50.03333333333334,Average
10484,15,male,public,diploma,7.2,65.0,yes,30-60 min,yes,online videos,100.0,88.4,100.0,91.6,B,96.13333333333333,Excellent
10485,14,male,private,graduate,4.0,97.0,yes,30-60 min,yes,online videos,41.7,60.1,73.1,66.2,D,58.300000000000004,Average
10486,15,male,public,no formal,3.7,70.6,yes,>60 min,no,mixed,42.5,43.9,53.1,50.9,E,46.5,Average
10487,19,female,private,high school,5.8,91.8,yes,15-30 min,yes,online videos,73.4,100.0,91.3,82.0,C,88.23333333333333,Excellent
10488,15,female,private,post graduate,6.4,57.8,yes,15-30 min,yes,notes,74.7,76.4,66.5,65.9,D,72.53333333333335,Good
10489,19,other,public,graduate,3.8,65.9,yes,>60 min,yes,textbook,48.7,48.0,79.7,62.7,D,58.800000000000004,Average
10490,16,other,private,phd,1.3,59.1,yes,<15 min,no,online videos,13.3,39.9,27.0,37.5,F,26.733333333333334,Poor
10491,19,other,private,phd,1.1,64.7,yes,<15 min,yes,notes,33.4,38.9,26.3,43.7,E,32.86666666666667,Poor
10492,17,male,public,diploma,3.0,83.4,yes,>60 min,yes,online videos,60.1,56.4,41.6,54.7,E,52.699999999999996,Average
10493,14,other,public,high school,6.0,57.1,yes,>60 min,no,textbook,85.6,41.0,68.7,66.2,D,65.10000000000001,Good
10494,17,other,public,high school,5.4,76.8,yes,30-60 min,no,mixed,50.5,50.6,74.9,67.2,D,58.666666666666664,Average
10495,16,other,public,graduate,2.7,50.2,yes,<15 min,yes,online videos,30.3,37.4,48.6,39.1,F,38.76666666666667,Poor
10496,15,female,private,high school,0.5,99.2,no,30-60 min,no,notes,35.6,41.4,52.6,34.3,F,43.199999999999996,Average
10497,17,other,private,diploma,5.3,51.8,yes,>60 min,yes,online videos,83.0,71.1,67.2,72.3,C,73.76666666666667,Good
10498,14,female,public,high school,4.7,87.7,yes,<15 min,yes,coaching,94.2,61.3,75.9,73.6,C,77.13333333333334,Good
10499,18,male,private,diploma,6.3,93.5,yes,<15 min,yes,textbook,87.1,88.5,61.3,83.8,C,78.96666666666665,Good
10500,18,female,public,phd,5.6,99.8,yes,15-30 min,no,coaching,92.5,82.3,74.6,85.0,C,83.13333333333334,Excellent
10501,14,male,private,diploma,2.4,82.5,yes,15-30 min,yes,notes,55.9,52.3,64.4,55.2,D,57.53333333333333,Average
10502,16,other,public,post graduate,6.0,80.3,yes,<15 min,yes,mixed,99.3,76.0,81.6,84.8,C,85.63333333333333,Excellent
10503,17,male,private,diploma,4.1,77.9,yes,<15 min,yes,group study,55.2,75.7,61.0,60.8,D,63.96666666666667,Good
10504,14,male,private,diploma,4.8,88.2,yes,15-30 min,yes,mixed,79.2,76.5,73.0,79.2,C,76.23333333333333,Good
10505,16,female,public,graduate,3.2,93.5,yes,15-30 min,no,textbook,49.9,82.7,65.8,71.9,C,66.13333333333333,Good
10506,15,female,public,no formal,6.4,76.4,yes,30-60 min,no,online videos,99.1,88.8,87.8,91.7,B,91.89999999999999,Excellent
10507,14,female,public,diploma,2.0,86.0,yes,>60 min,no,mixed,69.6,36.3,67.8,53.7,E,57.9,Average
10508,18,male,public,no formal,2.0,98.1,yes,>60 min,yes,notes,55.7,52.7,64.2,49.1,E,57.53333333333334,Average
10509,16,female,private,high school,2.3,55.6,yes,>60 min,yes,mixed,28.9,42.1,30.4,36.5,F,33.800000000000004,Poor
10510,18,other,public,post graduate,6.4,79.5,yes,>60 min,yes,mixed,73.6,73.0,98.0,87.7,B,81.53333333333333,Excellent
10511,17,male,public,high school,6.0,53.4,yes,30-60 min,no,online videos,77.9,71.4,74.2,61.0,D,74.5,Good
10512,19,other,public,high school,2.5,71.8,yes,15-30 min,yes,group study,45.8,51.4,52.4,55.7,D,49.86666666666667,Average
10513,19,male,private,graduate,1.6,86.3,yes,<15 min,no,online videos,45.6,61.4,33.6,49.0,E,46.86666666666667,Average
10514,17,male,private,diploma,0.7,69.0,yes,15-30 min,yes,coaching,24.6,41.7,52.1,39.2,F,39.46666666666667,Poor
10515,16,other,public,no formal,5.6,55.0,no,30-60 min,no,notes,74.6,63.0,57.9,70.0,D,65.16666666666667,Good
10516,16,male,public,phd,4.5,91.5,yes,>60 min,yes,textbook,80.7,57.7,47.1,62.7,D,61.833333333333336,Good
10517,18,female,public,phd,5.8,62.2,yes,<15 min,yes,notes,73.2,89.0,76.7,72.0,C,79.63333333333333,Good
10518,16,female,public,graduate,5.8,75.1,yes,15-30 min,no,notes,83.8,78.2,64.8,70.4,C,75.60000000000001,Good
10519,17,female,public,graduate,6.8,57.5,yes,15-30 min,no,online videos,60.6,72.6,82.8,69.7,D,72.0,Good
10520,15,female,private,post graduate,3.6,99.5,yes,15-30 min,no,notes,69.1,79.0,57.9,70.0,C,68.66666666666667,Good
10521,19,female,public,phd,6.7,69.1,yes,30-60 min,no,coaching,84.4,91.8,78.1,82.5,C,84.76666666666667,Excellent
10522,17,other,private,no formal,3.8,91.1,yes,<15 min,yes,notes,55.6,75.0,62.3,63.6,D,64.3,Good
10523,15,female,public,no formal,5.8,69.2,yes,<15 min,yes,mixed,61.2,87.1,82.7,70.8,C,77.0,Good
10524,17,female,public,high school,4.6,67.5,yes,<15 min,yes,group study,49.3,69.6,48.0,55.7,D,55.633333333333326,Average
10525,16,other,public,high school,7.4,62.0,yes,<15 min,no,mixed,90.5,100.0,90.3,93.0,B,93.60000000000001,Excellent
10526,14,female,public,phd,3.3,70.2,yes,<15 min,no,group study,56.1,57.2,29.9,61.4,D,47.73333333333334,Average
10527,19,other,public,graduate,5.7,93.8,yes,>60 min,no,online videos,92.1,73.5,79.1,79.2,C,81.56666666666666,Excellent
10528,19,other,private,post graduate,5.0,83.1,yes,<15 min,no,group study,58.6,100.0,57.4,80.1,C,72.0,Good
10529,19,other,private,post graduate,8.0,52.7,yes,15-30 min,yes,coaching,89.8,92.4,100.0,88.8,B,94.06666666666666,Excellent
10530,16,female,private,post graduate,1.1,77.1,yes,30-60 min,yes,mixed,17.3,30.1,34.3,33.0,F,27.233333333333334,Poor
10531,15,female,public,phd,5.0,74.9,yes,>60 min,no,mixed,74.5,59.2,80.8,64.3,D,71.5,Good
10532,14,male,private,graduate,2.2,84.3,yes,30-60 min,no,textbook,41.2,53.8,43.1,49.0,E,46.03333333333333,Average
10533,18,male,private,post graduate,7.1,87.8,yes,<15 min,yes,group study,94.4,88.2,96.1,95.0,B,92.90000000000002,Excellent
10534,15,male,public,high school,6.5,78.3,yes,<15 min,no,notes,97.0,75.1,71.0,83.8,C,81.03333333333333,Excellent
10535,19,female,public,high school,5.5,93.8,yes,<15 min,yes,group study,70.8,89.3,86.1,87.4,B,82.06666666666666,Excellent
10536,19,male,private,graduate,4.1,82.1,yes,<15 min,yes,notes,70.1,59.1,59.1,56.6,D,62.76666666666666,Good
10537,14,male,public,phd,5.6,66.9,yes,<15 min,no,online videos,69.3,67.9,62.0,64.4,D,66.39999999999999,Good
10538,19,female,public,no formal,4.7,68.8,yes,15-30 min,yes,textbook,63.5,59.1,75.5,68.0,D,66.03333333333333,Good
10539,14,female,private,graduate,2.7,92.9,yes,>60 min,no,coaching,39.3,56.0,52.9,63.0,D,49.4,Average
10540,16,male,public,high school,6.6,63.0,yes,30-60 min,yes,coaching,90.9,81.4,92.6,72.2,C,88.3,Excellent
10541,16,female,public,phd,4.3,57.1,yes,>60 min,yes,group study,61.5,65.4,68.6,65.0,D,65.16666666666667,Good
10542,19,female,private,graduate,2.4,87.6,yes,30-60 min,yes,coaching,64.7,76.3,44.5,58.4,D,61.833333333333336,Good
10543,17,male,private,no formal,5.5,71.4,yes,<15 min,no,notes,67.6,67.6,65.7,66.0,D,66.96666666666665,Good
10544,19,male,private,no formal,0.6,61.3,yes,15-30 min,no,textbook,54.2,31.4,27.6,33.5,F,37.73333333333333,Poor
10545,17,male,public,graduate,5.9,91.5,yes,15-30 min,yes,mixed,67.5,62.4,83.5,78.4,C,71.13333333333334,Good
10546,18,other,public,high school,4.0,59.2,yes,30-60 min,no,textbook,59.5,39.9,32.1,49.0,E,43.833333333333336,Average
10547,19,male,public,no formal,5.3,86.6,yes,>60 min,yes,coaching,100.0,76.6,84.9,85.7,B,87.16666666666667,Excellent
10548,19,male,public,no formal,1.7,67.0,yes,30-60 min,yes,coaching,20.0,34.4,50.3,31.9,F,34.9,Poor
10549,16,male,public,no formal,5.9,85.6,yes,>60 min,no,notes,75.0,61.7,80.3,77.0,C,72.33333333333333,Good
10550,16,female,private,diploma,5.9,88.6,yes,<15 min,no,notes,82.9,80.3,60.8,79.4,C,74.66666666666667,Good
10551,19,other,public,post graduate,6.1,57.9,yes,15-30 min,no,coaching,81.9,76.4,76.3,74.5,C,78.2,Good
10552,18,male,public,phd,4.0,91.2,yes,>60 min,yes,textbook,82.6,63.4,74.6,76.9,C,73.53333333333333,Good
10553,19,other,public,graduate,5.3,80.9,yes,<15 min,yes,notes,83.4,70.5,80.6,72.8,C,78.16666666666667,Good
10554,17,male,public,phd,4.6,93.0,yes,>60 min,yes,group study,78.0,69.2,82.2,77.8,C,76.46666666666665,Good
10555,19,female,public,post graduate,2.2,51.6,yes,15-30 min,no,group study,39.9,37.8,39.8,35.9,F,39.166666666666664,Poor
10556,18,male,public,no formal,0.7,87.8,yes,15-30 min,yes,group study,35.4,43.8,42.9,47.6,E,40.699999999999996,Average
10557,18,male,private,post graduate,3.6,99.3,yes,<15 min,yes,notes,65.0,87.4,56.4,75.2,C,69.60000000000001,Good
10558,15,female,public,high school,6.6,85.1,yes,30-60 min,yes,coaching,89.5,69.8,92.7,90.5,B,84.0,Excellent
10559,17,female,public,phd,2.9,95.9,yes,<15 min,no,online videos,54.4,70.5,47.0,57.9,D,57.300000000000004,Average
10560,18,other,private,phd,6.1,70.7,no,15-30 min,no,mixed,77.0,55.1,78.7,70.3,C,70.26666666666667,Good
10561,18,female,public,no formal,5.3,85.1,yes,30-60 min,yes,group study,55.6,82.2,64.2,74.2,C,67.33333333333333,Good
10562,19,male,public,high school,3.1,78.4,yes,>60 min,yes,group study,61.5,43.1,84.3,56.8,D,62.96666666666666,Good
10563,15,female,public,diploma,0.5,66.8,no,30-60 min,no,textbook,35.3,32.0,16.6,27.7,F,27.96666666666667,Poor
10564,15,other,private,post graduate,3.7,81.2,yes,<15 min,no,textbook,35.5,67.0,60.4,57.7,D,54.300000000000004,Average
10565,19,female,private,graduate,3.4,68.0,yes,30-60 min,no,notes,66.4,45.3,29.4,49.7,E,47.03333333333333,Average
10566,19,female,private,no formal,1.5,97.5,yes,<15 min,no,coaching,74.1,59.4,73.5,54.4,E,69.0,Good
10567,15,female,private,graduate,6.6,89.9,yes,>60 min,yes,online videos,100.0,88.0,86.1,95.5,A,91.36666666666667,Excellent
10568,16,female,public,graduate,7.7,93.5,no,30-60 min,yes,mixed,97.0,100.0,100.0,99.2,A,99.0,Excellent
10569,19,other,public,phd,1.4,81.8,yes,30-60 min,yes,notes,45.4,39.1,53.3,48.2,E,45.93333333333334,Average
10570,15,female,private,high school,2.2,92.0,yes,<15 min,no,textbook,42.8,40.2,56.7,48.6,E,46.56666666666666,Average
10571,18,female,private,no formal,5.2,68.3,no,>60 min,no,notes,61.0,61.5,66.3,61.0,D,62.93333333333334,Good
10572,14,female,public,post graduate,7.6,83.1,yes,>60 min,no,coaching,85.5,97.9,88.4,90.0,B,90.60000000000001,Excellent
10573,15,female,private,post graduate,7.5,66.7,yes,30-60 min,no,notes,83.3,72.5,88.6,79.9,C,81.46666666666667,Excellent
10574,18,other,private,graduate,7.5,79.7,yes,>60 min,yes,group study,84.3,82.0,84.6,84.0,C,83.63333333333334,Excellent
10575,17,other,private,post graduate,3.8,53.6,yes,30-60 min,no,coaching,59.3,49.8,36.5,53.3,E,48.53333333333333,Average
10576,17,other,private,high school,7.9,89.6,yes,>60 min,yes,online videos,88.9,100.0,83.6,92.7,B,90.83333333333333,Excellent
10577,19,female,private,no formal,3.2,71.1,no,<15 min,yes,group study,46.3,65.5,67.2,56.5,D,59.666666666666664,Average
10578,15,other,private,diploma,1.2,99.2,yes,<15 min,no,mixed,63.4,42.1,59.6,51.6,E,55.03333333333333,Average
10579,17,male,private,phd,5.8,92.9,yes,15-30 min,yes,group study,63.6,44.4,57.3,73.6,C,55.1,Average
10580,17,male,public,graduate,4.7,80.7,yes,<15 min,no,notes,76.3,61.0,73.4,78.1,C,70.23333333333333,Good
10581,18,male,public,graduate,6.5,63.3,yes,30-60 min,yes,group study,67.7,83.1,58.5,69.3,D,69.76666666666667,Good
10582,15,female,private,phd,5.2,81.5,yes,>60 min,yes,textbook,66.1,81.5,64.0,65.1,D,70.53333333333333,Good
10583,17,other,public,high school,6.7,87.8,yes,30-60 min,no,textbook,95.3,92.5,93.5,96.5,A,93.76666666666667,Excellent
10584,16,male,private,diploma,3.1,73.6,yes,15-30 min,no,notes,45.1,45.9,49.5,48.7,E,46.833333333333336,Average
10585,17,male,private,post graduate,2.7,79.6,yes,30-60 min,no,group study,55.7,54.1,63.5,53.7,E,57.76666666666667,Average
10586,19,female,public,no formal,6.2,93.8,yes,30-60 min,no,notes,79.1,88.5,88.8,88.5,B,85.46666666666665,Excellent
10587,16,other,public,diploma,4.2,56.9,yes,<15 min,yes,textbook,46.0,60.5,42.7,48.1,E,49.73333333333333,Average
10588,18,male,public,graduate,1.8,75.0,yes,30-60 min,yes,notes,38.4,49.5,44.6,37.6,F,44.166666666666664,Average
10589,19,other,private,high school,3.3,93.3,yes,<15 min,yes,mixed,43.4,48.8,63.6,61.2,D,51.93333333333333,Average
10590,18,male,public,high school,6.5,69.6,yes,>60 min,yes,online videos,91.9,70.6,71.4,79.0,C,77.96666666666667,Good
10591,19,male,public,diploma,7.4,94.2,yes,<15 min,yes,textbook,100.0,100.0,90.9,99.5,A,96.96666666666665,Excellent
10592,17,female,public,phd,6.2,77.9,yes,>60 min,yes,textbook,92.7,100.0,85.0,86.5,B,92.56666666666666,Excellent
10593,15,other,private,diploma,5.9,70.1,yes,<15 min,no,mixed,71.7,80.0,68.1,75.6,C,73.26666666666667,Good
10594,19,other,public,phd,6.6,99.6,no,30-60 min,no,notes,82.6,88.2,75.1,86.0,B,81.96666666666667,Excellent
10595,17,male,private,post graduate,2.0,58.1,yes,<15 min,no,online videos,32.0,38.5,50.6,42.4,E,40.36666666666667,Average
10596,15,male,private,no formal,4.8,67.4,yes,30-60 min,yes,textbook,81.5,55.6,81.1,65.9,D,72.73333333333333,Good
